id,date,tmax
UKE00105922,2010-06-28,266
UKE00105922,2010-06-29,249
UKE00105922,2010-06-30,249
UKE00105922,2010-07-01,235
UKE00105922,2010-07-02,242
UKE00105922,2010-07-03,224
UKE00105922,2010-07-04,229
UKE00105922,2010-07-05,229
UKE00105922,2010-07-06,219
UKE00105922,2010-07-07,257
UKE00105922,2010-07-08,293
UKE00105922,2010-07-09,268
UKE00105922,2010-07-10,249
UKE00105922,2010-07-11,229
UKE00105922,2010-07-12,193
UKE00105922,2010-07-13,204
UKE00105922,2010-07-14,214
UKE00105922,2010-07-15,214
UKE00105922,2010-07-16,205
UKE00105922,2010-07-17,234
UKE00105922,2010-07-18,274
UKE00105922,2010-07-19,273
UKE00105922,2010-07-20,238
UKE00105922,2010-07-21,205
UKE00105922,2010-07-22,201
UKE00105922,2010-07-23,232
UKE00105922,2010-07-24,265
UKE00105922,2010-07-25,244
UKE00105922,2010-07-26,255
UKE00105922,2010-07-27,234
UKE00105922,2010-07-28,216
UKE00105922,2010-07-29,215
UKE00105922,2010-07-30,224
UKE00105922,2010-07-31,220
UKE00105922,2010-08-01,225
UKE00105922,2010-08-02,214
UKE00105922,2010-08-03,190
UKE00105922,2010-08-04,200
UKE00105922,2010-08-05,195
UKE00105922,2010-08-06,211
UKE00105922,2010-08-07,246
UKE00105922,2010-08-08,245
UKE00105922,2010-08-09,170
UKE00105922,2010-08-10,211
UKE00105922,2010-08-11,198
UKE00105922,2010-08-12,172
UKE00105922,2010-08-13,189
UKE00105922,2010-08-14,229
UKE00105922,2010-08-15,240
UKE00105922,2010-08-16,214
UKE00105922,2010-08-17,209
UKE00105922,2010-08-18,204
UKE00105922,2010-08-19,210
UKE00105922,2010-08-20,229
UKE00105922,2010-08-21,232
UKE00105922,2010-08-22,205
UKE00105922,2010-08-23,198
UKE00105922,2010-08-24,179
UKE00105922,2010-08-25,181
UKE00105922,2010-08-26,182
UKE00105922,2010-08-27,192
UKE00105922,2010-08-28,179
UKE00105922,2010-08-29,186
UKE00105922,2010-08-30,200
UKE00105922,2010-08-31,208
UKE00105922,2010-09-01,217
UKE00105922,2010-09-02,217
UKE00105922,2010-09-03,210
UKE00105922,2010-09-04,200
UKE00105922,2010-09-05,201
UKE00105922,2010-09-06,190
UKE00105922,2010-09-07,201
UKE00105922,2010-09-08,215
UKE00105922,2010-09-09,218
UKE00105922,2010-09-10,219
UKE00105922,2010-09-11,195
UKE00105922,2010-09-12,179
UKE00105922,2010-09-13,190
UKE00105922,2010-09-14,171
UKE00105922,2010-09-15,170
UKE00105922,2010-09-16,157
UKE00105922,2010-09-17,167
UKE00105922,2010-09-18,179
UKE00105922,2010-09-19,203
UKE00105922,2010-09-20,211
UKE00105922,2010-09-21,220
UKE00105922,2010-09-22,188
UKE00105922,2010-09-23,126
UKE00105922,2010-09-24,136
UKE00105922,2010-09-25,131
UKE00105922,2010-09-26,145
UKE00105922,2010-09-27,159
UKE00105922,2010-09-28,159
UKE00105922,2010-09-29,153
UKE00105922,2010-09-30,157
UKE00105922,2010-10-01,167
UKE00105922,2010-10-02,171
UKE00105922,2010-10-03,184
UKE00105922,2010-10-04,184
UKE00105922,2010-10-05,174
UKE00105922,2010-10-06,179
UKE00105922,2010-10-07,219
UKE00105922,2010-10-08,175
UKE00105922,2010-10-09,209
UKE00105922,2010-10-10,173
UKE00105922,2010-10-11,136
UKE00105922,2010-10-12,120
UKE00105922,2010-10-13,108
UKE00105922,2010-10-14,127
UKE00105922,2010-10-15,126
UKE00105922,2010-10-16,121
UKE00105922,2010-10-17,146
UKE00105922,2010-10-18,134
UKE00105922,2010-10-19,86
UKE00105922,2010-10-20,123
UKE00105922,2010-10-21,123
UKE00105922,2010-10-22,118
UKE00105922,2010-10-23,105
UKE00105922,2010-10-24,109
UKE00105922,2010-10-25,140
UKE00105922,2010-10-26,165
UKE00105922,2010-10-27,150
UKE00105922,2010-10-28,147
UKE00105922,2010-10-29,147
UKE00105922,2010-10-30,118
UKE00105922,2010-10-31,140
UKE00105922,2010-11-01,149
UKE00105922,2010-11-02,159
UKE00105922,2010-11-03,177
UKE00105922,2010-11-04,165
UKE00105922,2010-11-05,109
UKE00105922,2010-11-06,87
UKE00105922,2010-11-07,83
UKE00105922,2010-11-08,80
UKE00105922,2010-11-09,109
UKE00105922,2010-11-10,144
UKE00105922,2010-11-11,113
UKE00105922,2010-11-12,98
UKE00105922,2010-11-13,64
UKE00105922,2010-11-14,41
UKE00105922,2010-11-15,76
UKE00105922,2010-11-16,76
UKE00105922,2010-11-17,105
UKE00105922,2010-11-18,120
UKE00105922,2010-11-19,83
UKE00105922,2010-11-20,70
UKE00105922,2010-11-21,71
UKE00105922,2010-11-22,77
UKE00105922,2010-11-23,49
UKE00105922,2010-11-24,21
UKE00105922,2010-11-25,32
UKE00105922,2010-11-26,12
UKE00105922,2010-11-27,-10
UKE00105922,2010-11-28,8
UKE00105922,2010-11-29,18
UKE00105922,2010-11-30,3
UKE00105922,2010-12-01,5
UKE00105922,2010-12-02,30
UKE00105922,2010-12-03,46
UKE00105922,2010-12-04,41
UKE00105922,2010-12-05,-16
UKE00105922,2010-12-06,1
UKE00105922,2010-12-07,26
UKE00105922,2010-12-08,45
UKE00105922,2010-12-09,68
UKE00105922,2010-12-10,73
UKE00105922,2010-12-11,40
UKE00105922,2010-12-12,34
UKE00105922,2010-12-13,43
UKE00105922,2010-12-14,63
UKE00105922,2010-12-15,71
UKE00105922,2010-12-16,7
UKE00105922,2010-12-17,4
UKE00105922,2010-12-18,-30
UKE00105922,2010-12-19,10
UKE00105922,2010-12-20,6
UKE00105922,2010-12-21,11
UKE00105922,2010-12-22,18
UKE00105922,2010-12-23,4
UKE00105922,2010-12-24,-11
UKE00105922,2010-12-25,31
UKE00105922,2010-12-26,49
UKE00105922,2010-12-27,78
UKE00105922,2010-12-28,91
UKE00105922,2010-12-29,71
UKE00105922,2010-12-30,51
UKE00105922,2010-12-31,68
UKE00105922,2011-01-01,39
UKE00105922,2011-01-02,16
UKE00105922,2011-01-03,60
UKE00105922,2011-01-04,60
UKE00105922,2011-01-05,41
UKE00105922,2011-01-06,104
UKE00105922,2011-01-07,90
UKE00105922,2011-01-08,70
UKE00105922,2011-01-09,85
UKE00105922,2011-01-10,104
UKE00105922,2011-01-11,129
UKE00105922,2011-01-12,134
UKE00105922,2011-01-13,121
UKE00105922,2011-01-14,121
UKE00105922,2011-01-15,119
UKE00105922,2011-01-16,78
UKE00105922,2011-01-17,72
UKE00105922,2011-01-18,45
UKE00105922,2011-01-19,40
UKE00105922,2011-01-20,25
UKE00105922,2011-01-21,55
UKE00105922,2011-01-22,70
UKE00105922,2011-01-23,74
UKE00105922,2011-01-24,87
UKE00105922,2011-01-25,63
UKE00105922,2011-01-26,25
UKE00105922,2011-01-27,22
UKE00105922,2011-01-28,11
UKE00105922,2011-01-29,55
UKE00105922,2011-01-30,37
UKE00105922,2011-01-31,80
UKE00105922,2011-02-01,105
UKE00105922,2011-02-02,113
UKE00105922,2011-02-03,119
UKE00105922,2011-02-04,129
UKE00105922,2011-02-05,119
UKE00105922,2011-02-06,124
UKE00105922,2011-02-07,101
UKE00105922,2011-02-08,98
UKE00105922,2011-02-09,104
UKE00105922,2011-02-10,133
UKE00105922,2011-02-11,108
UKE00105922,2011-02-12,82
UKE00105922,2011-02-13,96
UKE00105922,2011-02-14,71
UKE00105922,2011-02-15,103
UKE00105922,2011-02-16,99
UKE00105922,2011-02-17,79
UKE00105922,2011-02-18,64
UKE00105922,2011-02-19,55
UKE00105922,2011-02-20,67
UKE00105922,2011-02-21,83
UKE00105922,2011-02-22,117
UKE00105922,2011-02-23,131
UKE00105922,2011-02-24,131
UKE00105922,2011-02-25,102
UKE00105922,2011-02-26,75
UKE00105922,2011-02-27,49
UKE00105922,2011-02-28,48
UKE00105922,2011-03-01,66
UKE00105922,2011-03-02,41
UKE00105922,2011-03-03,71
UKE00105922,2011-03-04,82
UKE00105922,2011-03-05,80
UKE00105922,2011-03-06,104
UKE00105922,2011-03-07,110
UKE00105922,2011-03-08,107
UKE00105922,2011-03-09,125
UKE00105922,2011-03-10,115
UKE00105922,2011-03-11,140
UKE00105922,2011-03-12,107
UKE00105922,2011-03-13,132
UKE00105922,2011-03-14,157
UKE00105922,2011-03-15,89
UKE00105922,2011-03-16,112
UKE00105922,2011-03-17,69
UKE00105922,2011-03-18,118
UKE00105922,2011-03-19,128
UKE00105922,2011-03-20,146
UKE00105922,2011-03-21,148
UKE00105922,2011-03-22,171
UKE00105922,2011-03-23,171
UKE00105922,2011-03-24,177
UKE00105922,2011-03-25,150
UKE00105922,2011-03-26,155
UKE00105922,2011-03-27,147
UKE00105922,2011-03-28,148
UKE00105922,2011-03-29,134
UKE00105922,2011-03-30,163
UKE00105922,2011-03-31,149
UKE00105922,2011-04-01,163
UKE00105922,2011-04-02,149
UKE00105922,2011-04-03,132
UKE00105922,2011-04-04,165
UKE00105922,2011-04-05,217
UKE00105922,2011-04-06,201
UKE00105922,2011-04-07,195
UKE00105922,2011-04-08,196
UKE00105922,2011-04-09,207
UKE00105922,2011-04-10,184
UKE00105922,2011-04-11,140
UKE00105922,2011-04-12,120
UKE00105922,2011-04-13,130
UKE00105922,2011-04-14,159
UKE00105922,2011-04-15,163
UKE00105922,2011-04-16,186
UKE00105922,2011-04-17,185
UKE00105922,2011-04-18,214
UKE00105922,2011-04-19,239
UKE00105922,2011-04-20,243
UKE00105922,2011-04-21,245
UKE00105922,2011-04-22,251
UKE00105922,2011-04-23,212
UKE00105922,2011-04-24,206
UKE00105922,2011-04-25,144
UKE00105922,2011-04-26,157
UKE00105922,2011-04-27,172
UKE00105922,2011-04-28,187
UKE00105922,2011-04-29,216
UKE00105922,2011-04-30,203
UKE00105922,2011-05-01,171
UKE00105922,2011-05-02,188
UKE00105922,2011-05-03,176
UKE00105922,2011-05-04,198
UKE00105922,2011-05-05,236
UKE00105922,2011-05-06,220
UKE00105922,2011-05-07,179
UKE00105922,2011-05-08,178
UKE00105922,2011-05-09,197
UKE00105922,2011-05-10,172
UKE00105922,2011-05-11,156
UKE00105922,2011-05-12,162
UKE00105922,2011-05-13,157
UKE00105922,2011-05-14,143
UKE00105922,2011-05-15,184
UKE00105922,2011-05-16,173
UKE00105922,2011-05-17,180
UKE00105922,2011-05-18,180
UKE00105922,2011-05-19,181
UKE00105922,2011-05-20,198
UKE00105922,2011-05-21,174
UKE00105922,2011-05-22,176
UKE00105922,2011-05-23,175
UKE00105922,2011-05-24,192
UKE00105922,2011-05-25,167
UKE00105922,2011-05-26,158
UKE00105922,2011-05-27,164
UKE00105922,2011-05-28,198
UKE00105922,2011-05-29,161
UKE00105922,2011-05-30,173
UKE00105922,2011-05-31,191
UKE00105922,2011-06-01,230
UKE00105922,2011-06-02,244
UKE00105922,2011-06-03,239
UKE00105922,2011-06-04,171
UKE00105922,2011-06-05,165
UKE00105922,2011-06-06,176
UKE00105922,2011-06-07,171
UKE00105922,2011-06-08,179
UKE00105922,2011-06-09,163
UKE00105922,2011-06-10,179
UKE00105922,2011-06-11,171
UKE00105922,2011-06-12,195
UKE00105922,2011-06-13,215
UKE00105922,2011-06-14,181
UKE00105922,2011-06-15,185
UKE00105922,2011-06-16,150
UKE00105922,2011-06-17,171
UKE00105922,2011-06-18,181
UKE00105922,2011-06-19,202
UKE00105922,2011-06-20,208
UKE00105922,2011-06-21,200
UKE00105922,2011-06-22,178
UKE00105922,2011-06-23,187
UKE00105922,2011-06-24,217
UKE00105922,2011-06-25,278
UKE00105922,2011-06-26,281
UKE00105922,2011-06-27,188
UKE00105922,2011-06-28,191
UKE00105922,2011-06-29,194
UKE00105922,2011-06-30,204
UKE00105922,2011-07-01,223
UKE00105922,2011-07-02,224
UKE00105922,2011-07-03,244
UKE00105922,2011-07-04,248
UKE00105922,2011-07-05,196
UKE00105922,2011-07-06,200
UKE00105922,2011-07-07,194
UKE00105922,2011-07-08,218
UKE00105922,2011-07-09,228
UKE00105922,2011-07-10,231
UKE00105922,2011-07-11,201
UKE00105922,2011-07-12,187
UKE00105922,2011-07-13,233
UKE00105922,2011-07-14,237
UKE00105922,2011-07-15,199
UKE00105922,2011-07-16,194
UKE00105922,2011-07-17,186
UKE00105922,2011-07-18,204
UKE00105922,2011-07-19,173
UKE00105922,2011-07-20,193
UKE00105922,2011-07-21,196
UKE00105922,2011-07-22,205
UKE00105922,2011-07-23,238
UKE00105922,2011-07-24,236
UKE00105922,2011-07-25,199
UKE00105922,2011-07-26,205
UKE00105922,2011-07-27,246
UKE00105922,2011-07-28,210
UKE00105922,2011-07-29,224
UKE00105922,2011-07-30,246
UKE00105922,2011-07-31,282
UKE00105922,2011-08-01,279
UKE00105922,2011-08-02,280
UKE00105922,2011-08-03,214
UKE00105922,2011-08-04,235
UKE00105922,2011-08-05,202
UKE00105922,2011-08-06,186
UKE00105922,2011-08-07,212
UKE00105922,2011-08-08,210
UKE00105922,2011-08-09,234
UKE00105922,2011-08-10,225
UKE00105922,2011-08-11,220
UKE00105922,2011-08-12,195
UKE00105922,2011-08-13,220
UKE00105922,2011-08-14,212
UKE00105922,2011-08-15,228
UKE00105922,2011-08-16,198
UKE00105922,2011-08-17,162
UKE00105922,2011-08-18,211
UKE00105922,2011-08-19,202
UKE00105922,2011-08-20,232
UKE00105922,2011-08-21,227
UKE00105922,2011-08-22,162
UKE00105922,2011-08-23,214
UKE00105922,2011-08-24,201
UKE00105922,2011-08-25,164
UKE00105922,2011-08-26,186
UKE00105922,2011-08-27,201
UKE00105922,2011-08-28,165
UKE00105922,2011-08-29,164
UKE00105922,2011-08-30,181
UKE00105922,2011-08-31,213
UKE00105922,2011-09-01,260
UKE00105922,2011-09-02,210
UKE00105922,2011-09-03,194
UKE00105922,2011-09-04,182
UKE00105922,2011-09-05,190
UKE00105922,2011-09-06,168
UKE00105922,2011-09-07,198
UKE00105922,2011-09-08,208
UKE00105922,2011-09-09,214
UKE00105922,2011-09-10,201
UKE00105922,2011-09-11,207
UKE00105922,2011-09-12,183
UKE00105922,2011-09-13,190
UKE00105922,2011-09-14,197
UKE00105922,2011-09-15,214
UKE00105922,2011-09-16,172
UKE00105922,2011-09-17,161
UKE00105922,2011-09-18,170
UKE00105922,2011-09-19,189
UKE00105922,2011-09-20,178
UKE00105922,2011-09-21,180
UKE00105922,2011-09-22,185
UKE00105922,2011-09-23,195
UKE00105922,2011-09-24,202
UKE00105922,2011-09-25,210
UKE00105922,2011-09-26,219
UKE00105922,2011-09-27,250
UKE00105922,2011-09-28,270
UKE00105922,2011-09-29,275
UKE00105922,2011-09-30,279
UKE00105922,2011-10-01,272
UKE00105922,2011-10-02,260
UKE00105922,2011-10-03,183
UKE00105922,2011-10-04,195
UKE00105922,2011-10-05,150
UKE00105922,2011-10-06,154
UKE00105922,2011-10-07,166
UKE00105922,2011-10-08,201
UKE00105922,2011-10-09,185
UKE00105922,2011-10-10,185
UKE00105922,2011-10-11,193
UKE00105922,2011-10-12,193
UKE00105922,2011-10-13,163
UKE00105922,2011-10-14,170
UKE00105922,2011-10-15,190
UKE00105922,2011-10-16,162
UKE00105922,2011-10-17,132
UKE00105922,2011-10-18,126
UKE00105922,2011-10-19,119
UKE00105922,2011-10-20,145
UKE00105922,2011-10-21,156
UKE00105922,2011-10-22,191
UKE00105922,2011-10-23,180
UKE00105922,2011-10-24,154
UKE00105922,2011-10-25,139
UKE00105922,2011-10-26,135
UKE00105922,2011-10-27,160
UKE00105922,2011-10-28,157
UKE00105922,2011-10-29,171
UKE00105922,2011-10-30,166
UKE00105922,2011-10-31,159
UKE00105922,2011-11-01,157
UKE00105922,2011-11-02,171
UKE00105922,2011-11-03,154
UKE00105922,2011-11-04,125
UKE00105922,2011-11-05,119
UKE00105922,2011-11-06,114
UKE00105922,2011-11-07,114
UKE00105922,2011-11-08,149
UKE00105922,2011-11-09,149
UKE00105922,2011-11-10,129
UKE00105922,2011-11-11,154
UKE00105922,2011-11-12,169
UKE00105922,2011-11-13,95
UKE00105922,2011-11-14,127
UKE00105922,2011-11-15,113
UKE00105922,2011-11-16,140
UKE00105922,2011-11-17,145
UKE00105922,2011-11-18,131
UKE00105922,2011-11-19,94
UKE00105922,2011-11-20,107
UKE00105922,2011-11-21,125
UKE00105922,2011-11-22,109
UKE00105922,2011-11-23,135
UKE00105922,2011-11-24,120
UKE00105922,2011-11-25,132
UKE00105922,2011-11-26,129
UKE00105922,2011-11-27,131
UKE00105922,2011-11-28,136
UKE00105922,2011-11-29,124
UKE00105922,2011-11-30,97
UKE00105922,2011-12-01,115
UKE00105922,2011-12-02,119
UKE00105922,2011-12-03,90
UKE00105922,2011-12-04,73
UKE00105922,2011-12-05,90
UKE00105922,2011-12-06,102
UKE00105922,2011-12-07,126
UKE00105922,2011-12-08,70
UKE00105922,2011-12-09,65
UKE00105922,2011-12-10,94
UKE00105922,2011-12-11,121
UKE00105922,2011-12-12,74
UKE00105922,2011-12-13,61
UKE00105922,2011-12-14,84
UKE00105922,2011-12-15,44
UKE00105922,2011-12-16,57
UKE00105922,2011-12-17,52
UKE00105922,2011-12-18,77
UKE00105922,2011-12-19,108
UKE00105922,2011-12-20,127
UKE00105922,2011-12-21,127
UKE00105922,2011-12-22,115
UKE00105922,2011-12-23,104
UKE00105922,2011-12-24,120
UKE00105922,2011-12-25,123
UKE00105922,2011-12-26,106
UKE00105922,2011-12-27,102
UKE00105922,2011-12-28,101
UKE00105922,2011-12-29,114
UKE00105922,2011-12-30,127
UKE00105922,2011-12-31,120
UKE00105922,2012-01-01,125
UKE00105922,2012-01-02,125
UKE00105922,2012-01-03,111
UKE00105922,2012-01-04,110
UKE00105922,2012-01-05,105
UKE00105922,2012-01-06,103
UKE00105922,2012-01-07,101
UKE00105922,2012-01-08,122
UKE00105922,2012-01-09,119
UKE00105922,2012-01-10,115
UKE00105922,2012-01-11,125
UKE00105922,2012-01-12,56
UKE00105922,2012-01-13,59
UKE00105922,2012-01-14,60
UKE00105922,2012-01-15,70
UKE00105922,2012-01-16,91
UKE00105922,2012-01-17,126
UKE00105922,2012-01-18,110
UKE00105922,2012-01-19,114
UKE00105922,2012-01-20,120
UKE00105922,2012-01-21,115
UKE00105922,2012-01-22,84
UKE00105922,2012-01-23,107
UKE00105922,2012-01-24,101
UKE00105922,2012-01-25,88
UKE00105922,2012-01-26,90
UKE00105922,2012-01-27,59
UKE00105922,2012-01-28,34
UKE00105922,2012-01-29,45
UKE00105922,2012-01-30,31
UKE00105922,2012-01-31,30
UKE00105922,2012-02-01,19
UKE00105922,2012-02-02,11
UKE00105922,2012-02-03,20
UKE00105922,2012-02-04,26
UKE00105922,2012-02-05,30
UKE00105922,2012-02-06,35
UKE00105922,2012-02-07,3
UKE00105922,2012-02-08,3
UKE00105922,2012-02-09,19
UKE00105922,2012-02-10,14
UKE00105922,2012-02-11,39
UKE00105922,2012-02-12,69
UKE00105922,2012-02-13,90
UKE00105922,2012-02-14,115
UKE00105922,2012-02-15,110
UKE00105922,2012-02-16,124
UKE00105922,2012-02-17,102
UKE00105922,2012-02-18,66
UKE00105922,2012-02-19,89
UKE00105922,2012-02-20,125
UKE00105922,2012-02-21,121
UKE00105922,2012-02-22,152
UKE00105922,2012-02-23,130
UKE00105922,2012-02-24,111
UKE00105922,2012-02-25,120
UKE00105922,2012-02-26,115
UKE00105922,2012-02-27,110
UKE00105922,2012-02-28,126
UKE00105922,2012-02-29,121
UKE00105922,2012-03-01,99
UKE00105922,2012-03-02,145
UKE00105922,2012-03-03,82
UKE00105922,2012-03-04,100
UKE00105922,2012-03-05,101
UKE00105922,2012-03-06,124
UKE00105922,2012-03-07,118
UKE00105922,2012-03-08,113
UKE00105922,2012-03-09,160
UKE00105922,2012-03-10,160
UKE00105922,2012-03-11,107
UKE00105922,2012-03-12,96
UKE00105922,2012-03-13,110
UKE00105922,2012-03-14,145
UKE00105922,2012-03-15,94
UKE00105922,2012-03-16,106
UKE00105922,2012-03-17,85
UKE00105922,2012-03-18,132
UKE00105922,2012-03-19,147
UKE00105922,2012-03-20,151
UKE00105922,2012-03-21,184
UKE00105922,2012-03-22,193
UKE00105922,2012-03-23,200
UKE00105922,2012-03-24,168
UKE00105922,2012-03-25,195
UKE00105922,2012-03-26,196
UKE00105922,2012-03-27,200
UKE00105922,2012-03-28,185
UKE00105922,2012-03-29,136
UKE00105922,2012-03-30,114
UKE00105922,2012-03-31,124
UKE00105922,2012-04-01,136
UKE00105922,2012-04-02,135
UKE00105922,2012-04-03,112
UKE00105922,2012-04-04,87
UKE00105922,2012-04-05,109
UKE00105922,2012-04-06,108
UKE00105922,2012-04-07,146
UKE00105922,2012-04-08,107
UKE00105922,2012-04-09,128
UKE00105922,2012-04-10,124
UKE00105922,2012-04-11,142
UKE00105922,2012-04-12,128
UKE00105922,2012-04-13,115
UKE00105922,2012-04-14,100
UKE00105922,2012-04-15,113
UKE00105922,2012-04-16,135
UKE00105922,2012-04-17,115
UKE00105922,2012-04-18,112
UKE00105922,2012-04-19,125
UKE00105922,2012-04-20,122
UKE00105922,2012-04-21,139
UKE00105922,2012-04-22,100
UKE00105922,2012-04-23,127
UKE00105922,2012-04-24,120
UKE00105922,2012-04-25,145
UKE00105922,2012-04-26,141
UKE00105922,2012-04-27,85
UKE00105922,2012-04-28,141
UKE00105922,2012-04-29,182
UKE00105922,2012-04-30,170
UKE00105922,2012-05-01,142
UKE00105922,2012-05-02,88
UKE00105922,2012-05-03,100
UKE00105922,2012-05-04,110
UKE00105922,2012-05-05,110
UKE00105922,2012-05-06,153
UKE00105922,2012-05-07,179
UKE00105922,2012-05-08,167
UKE00105922,2012-05-09,174
UKE00105922,2012-05-10,149
UKE00105922,2012-05-11,145
UKE00105922,2012-05-12,165
UKE00105922,2012-05-13,140
UKE00105922,2012-05-14,118
UKE00105922,2012-05-15,140
UKE00105922,2012-05-16,145
UKE00105922,2012-05-17,165
UKE00105922,2012-05-18,155
UKE00105922,2012-05-19,116
UKE00105922,2012-05-20,170
UKE00105922,2012-05-21,242
UKE00105922,2012-05-22,252
