regionCode,regionName,countryCode,culture_hIndexMean,culture_hIndexMin,culture_hIndexMax,culture_cIndexMean,culture_cIndexMin,culture_cIndexMax,culture_rIndexMean,culture_rIndexMin,culture_rIndexMax,culture_aIndexMean,culture_aIndexMin,culture_aIndexMax,culture_iIndexMean,culture_iIndexMin,culture_iIndexMax,culture_nIndexMean,culture_nIndexMin,culture_nIndexMax,formations_mIndexMean,formations_mIndexMin,formations_mIndexMax,formations_rIndexMean,formations_rIndexMin,formations_rIndexMax,beach_IndexMean,beach_IndexMin,beach_IndexMax
AR_J,San Juan Province,AR,1.0,95,95,1.0,71,71,1.0,238,238,1.0,22,22,0.0,0,0,1.0,3,3,1.0,9,9,0.0,0,0,0.0,0,0
AR_K,Catamarca Province,AR,1.0,34,34,1.0,33,33,1.0,110,110,1.0,22,22,1.0,2,2,1.0,13,13,1.0,5,5,0.0,0,0,1.0,3,3
AR_L,La Pampa,AR,1.0,2,2,1.0,16,16,1.0,28,28,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
AR_M,Mendoza,AR,1.0,0,36,1.0,0,169,1.0,2,196,1.0,0,44,1.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
AR_N,Misiones Province,AR,1.0,267,267,1.0,134,134,1.0,311,311,1.0,20,20,1.0,4,4,1.0,17,17,0.0,0,0,0.0,0,0,2.0,5,5
AR_P,Formosa Province,AR,1.0,18,18,1.0,18,18,1.0,22,22,0.0,0,0,1.0,6,6,1.0,8,8,0.0,0,0,0.0,0,0,0.0,0,0
AR_Q,Neuquén Province,AR,1.0,78,78,1.0,100,100,1.0,77,77,1.0,6,6,1.0,6,6,1.0,6,6,1.0,4,4,0.0,0,0,1.0,2,2
AR_R,Río Negro Province,AR,1.0,8,8,1.0,33,33,1.0,26,26,1.0,5,5,0.0,0,0,1.0,39,39,1.0,41,41,0.0,0,0,2.0,5,5
AR_S,Santa Fe Province,AR,1.0,36,132,1.0,76,322,1.0,90,176,1.0,18,96,1.0,0,4,1.0,12,58,0.0,0,0,0.0,0,0,2.0,10,45
AR_T,Tucumán Province,AR,1.0,45,45,1.0,93,93,1.0,114,114,1.0,12,12,1.0,6,6,1.0,7,7,1.0,20,20,1.0,3,3,0.0,0,0
AR_U,Chubut Province,AR,1.0,10,30,1.0,17,30,1.0,26,30,1.0,0,12,1.0,6,6,1.0,0,22,1.0,0,30,0.0,0,0,1.0,0,4
AR_W,Corrientes,AR,1.0,77,77,1.0,272,272,2.0,580,580,1.0,52,52,1.0,6,6,1.0,44,44,1.0,4,4,0.0,0,0,2.0,12,12
AR_X,Córdoba Province,AR,1.0,46,46,1.0,48,48,1.0,28,28,1.0,12,12,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
AR_Y,Jujuy Province,AR,1.0,90,90,1.0,102,102,1.0,208,208,1.0,28,28,0.0,0,0,0.0,0,0,1.0,18,18,0.0,0,0,0.0,0,0
AT_2,Carinthia,AT,2.0,909,909,1.0,243,243,3.0,909,909,3.0,1442,1442,1.0,24,24,1.0,61,61,1.0,80,80,0.0,0,0,0.0,0,0
AT_4,Upper Austria,AT,2.0,664,664,3.0,633,633,3.0,974,974,5.0,2768,2768,1.0,6,6,1.0,113,113,1.0,69,69,0.0,0,0,2.0,5,5
AT_5,Salzburg,AT,2.0,1092,1092,3.0,808,822,4.0,1296,1332,5.0,2827,2827,1.0,67,67,2.0,305,310,3.0,228,228,2.0,14,14,0.0,0,0
AT_6,Styria,AT,3.0,1309,1342,3.0,847,876,4.0,1355,1389,5.0,2664,2682,1.0,72,72,1.0,138,140,2.0,161,163,0.0,0,0,0.0,0,1
AT_7,Tyrol,AT,2.0,1150,1150,3.0,613,613,5.0,1767,1767,5.0,2825,2825,1.0,98,98,2.0,313,313,4.0,414,414,0.0,0,0,0.0,0,0
AT_9,Vienna,AT,3.0,1483,1609,5.0,1372,1600,5.0,1992,2052,5.0,2395,2919,2.0,292,522,2.0,182,597,4.0,138,1003,0.0,0,0,2.0,0,16
AU_ACT,Australian Capital Territory,AU,1.0,214,214,2.0,533,533,1.0,295,295,1.0,537,537,1.0,17,17,1.0,107,107,2.0,128,128,0.0,0,0,0.0,0,0
AU_NSW,New South Wales,AU,1.0,56,665,2.0,68,1143,1.0,80,982,2.0,114,2601,1.0,18,378,2.0,46,763,1.0,6,72,0.0,0,0,3.0,5,149
AU_NT,Northern Territory,AU,1.0,34,36,1.0,88,90,1.0,40,42,1.0,80,96,0.0,0,0,1.0,21,29,1.0,6,8,0.0,0,0,2.0,0,10
AU_QLD,Queensland,AU,1.0,0,308,1.0,6,701,1.0,6,972,1.0,6,2656,1.0,0,98,1.0,0,344,1.0,14,159,0.0,0,0,2.0,0,18
AU_SA,South Australia,AU,1.0,166,166,3.0,608,608,2.0,555,555,1.0,329,329,1.0,51,51,2.0,348,348,1.0,89,89,0.0,0,0,2.0,22,22
AU_TAS,Tasmania,AU,1.0,26,62,1.0,87,114,1.0,70,98,1.0,74,103,1.0,0,4,1.0,4,39,1.0,18,71,0.0,0,0,1.0,0,4
AU_VIC,Victoria,AU,1.0,32,32,1.0,64,64,1.0,89,89,1.0,89,89,1.0,15,15,1.0,6,6,1.0,8,8,0.0,0,0,0.0,0,0
AU_WA,Western Australia,AU,1.0,23,279,2.0,50,1075,1.0,20,551,2.0,50,1972,1.0,0,51,2.0,69,567,1.0,22,121,0.0,0,0,2.0,10,51
AZ_GA,Ganja,AZ,1.0,39,39,1.0,53,53,1.0,76,76,1.0,13,13,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
AZ_LA,Lankaran District,AZ,1.0,44,44,1.0,2,2,1.0,14,14,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,2,2
BA_BIH,Federation of Bosnia and Herzegovina,BA,1.0,77,389,1.0,18,282,1.0,106,520,1.0,2,271,1.0,0,18,1.0,23,83,1.0,39,169,0.0,0,0,1.0,0,3
BA_SRP,Republika Srpska,BA,1.0,104,104,1.0,6,6,1.0,99,99,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
BD_06,Barisal District,BD,1.0,4,8,1.0,7,7,1.0,149,178,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
BD_13,Dhaka District,BD,1.0,4,376,1.0,4,321,2.0,158,887,1.0,0,66,0.0,0,0,1.0,0,24,0.0,0,0,0.0,0,0,0.0,0,0
BD_27,Khulna District,BD,1.0,2,4,1.0,2,10,1.0,8,104,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
BD_34,Mymensingh District,BD,1.0,2,2,0.0,0,0,1.0,36,36,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
BD_54,Rajshahi District,BD,1.0,0,23,1.0,0,14,1.0,37,163,0.0,0,2,0.0,0,0,1.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0
BD_55,Rangpur District,BD,1.0,10,10,1.0,14,14,1.0,157,157,1.0,4,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
BD_60,Sylhet District,BD,1.0,5,5,1.0,15,15,1.0,173,173,1.0,4,4,0.0,0,0,1.0,3,3,0.0,0,0,0.0,0,0,0.0,0,0
BD_B,Chittagong Division,BD,1.0,2,80,1.0,7,80,1.0,71,968,1.0,0,17,0.0,0,0,1.0,17,18,1.0,0,6,0.0,0,0,0.0,0,1
BE_BRU,Brussels-Capital Region,BE,2.0,1182,1182,4.0,1107,1107,4.0,1563,1563,5.0,2780,2780,3.0,642,642,4.0,915,915,1.0,28,28,0.0,0,0,0.0,0,0
BE_VLG,Flanders,BE,1.0,358,1232,3.0,194,1439,3.0,696,1546,2.0,543,2769,1.0,42,218,1.0,30,64,1.0,0,17,0.0,0,0,1.0,0,3
BE_WAL,Wallonia,BE,1.0,293,549,2.0,139,453,2.0,334,869,1.0,204,473,1.0,62,63,1.0,33,56,1.0,4,20,1.0,0,2,0.0,0,0
BG_03,Varna Province,BG,1.0,158,158,1.0,154,154,1.0,133,133,1.0,41,41,0.0,0,0,1.0,90,90,1.0,32,32,0.0,0,0,3.0,31,31
BH_13,Capital Governorate,BH,1.0,210,210,1.0,105,105,1.0,128,128,1.0,96,96,0.0,0,0,1.0,32,32,0.0,0,0,0.0,0,0,1.0,3,3
BH_14,Southern Governorate,BH,1.0,214,214,1.0,107,107,1.0,130,130,1.0,96,96,0.0,0,0,1.0,47,47,1.0,3,3,0.0,0,0,0.0,0,0
BO_B,Beni Department,BO,1.0,10,10,1.0,10,10,1.0,30,30,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
BO_C,Cochabamba Department,BO,1.0,148,218,2.0,421,457,2.0,402,484,1.0,90,94,1.0,14,16,1.0,93,192,1.0,56,103,0.0,0,0,0.0,0,0
BO_L,La Paz Department,BO,1.0,257,257,2.0,493,493,2.0,591,591,1.0,128,128,1.0,8,8,1.0,209,209,2.0,117,117,0.0,0,0,0.0,0,0
BO_O,Oruro Department,BO,1.0,22,22,1.0,60,60,1.0,118,118,1.0,6,6,0.0,0,0,1.0,47,47,1.0,47,47,0.0,0,0,0.0,0,0
BO_P,Potosí Department,BO,1.0,19,19,1.0,34,34,1.0,63,63,0.0,0,0,1.0,8,8,1.0,90,90,1.0,84,84,0.0,0,0,0.0,0,0
BO_S,Santa Cruz Department,BO,1.0,11,149,1.0,4,186,1.0,28,400,1.0,0,18,0.0,0,0,1.0,0,24,0.0,0,0,0.0,0,0,0.0,0,1
BO_T,Tarija Department,BO,1.0,16,16,1.0,68,68,1.0,78,78,1.0,8,8,0.0,0,0,1.0,12,12,0.0,0,0,0.0,0,0,0.0,0,0
BR_MS,Mato Grosso do Sul,BR,1.0,8,8,1.0,11,11,1.0,10,10,1.0,2,2,0.0,0,0,1.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0
CA_AB,Alberta,CA,1.0,80,80,2.0,354,354,2.0,542,542,2.0,883,883,1.0,12,12,1.0,47,47,1.0,2,2,0.0,0,0,0.0,0,0
CA_BC,British Columbia,CA,1.0,4,245,2.0,14,846,1.0,32,619,1.0,0,432,1.0,0,30,1.0,0,235,1.0,0,61,0.0,0,0,2.0,0,35
CA_MB,Manitoba,CA,1.0,248,248,2.0,501,501,1.0,389,389,1.0,236,236,1.0,26,26,1.0,119,119,1.0,4,4,0.0,0,0,0.0,0,0
CA_NL,Newfoundland and Labrador,CA,1.0,88,88,1.0,116,116,1.0,206,206,2.0,838,838,1.0,12,12,1.0,30,30,1.0,46,46,0.0,0,0,1.0,2,2
CA_NS,Nova Scotia,CA,1.0,215,219,2.0,341,343,1.0,277,291,1.0,215,215,1.0,12,12,1.0,52,52,1.0,34,40,1.0,2,2,2.0,8,10
CA_ON,Ontario,CA,1.0,4,803,1.0,14,993,1.0,19,1087,1.0,2,2608,1.0,0,72,1.0,3,185,1.0,0,16,0.0,0,0,1.0,0,40
CA_QC,Quebec,CA,1.0,16,702,2.0,31,1082,2.0,80,1099,2.0,50,1943,1.0,12,110,1.0,17,241,1.0,0,31,1.0,0,4,1.0,0,7
CH_BE,canton of Bern,CH,3.0,1418,1418,4.0,1114,1114,2.0,457,457,3.0,1238,1238,1.0,24,24,1.0,66,66,1.0,59,59,0.0,0,0,1.0,2,2
CH_BS,Basel-Stadt,CH,2.0,647,647,4.0,929,929,3.0,1067,1067,5.0,2451,2451,1.0,66,66,1.0,127,127,1.0,63,63,1.0,7,7,1.0,2,2
CH_GE,Canton of Geneva,CH,2.0,614,614,3.0,860,860,2.0,653,653,3.0,1421,1421,1.0,24,24,1.0,96,96,1.0,18,18,1.0,6,6,2.0,25,25
CH_VD,Canton of Vaud,CH,1.0,386,386,2.0,512,512,1.0,377,377,2.0,984,984,1.0,6,6,1.0,115,115,1.0,13,13,0.0,0,0,1.0,2,2
CH_ZH,canton of Zürich,CH,2.0,610,1190,3.0,357,1225,3.0,545,1143,3.0,982,1740,1.0,32,120,1.0,90,228,2.0,104,129,1.0,0,4,1.0,0,7
CL_AP,Arica y Parinacota Region,CL,1.0,81,81,1.0,60,60,1.0,66,66,1.0,19,19,1.0,6,6,1.0,47,47,1.0,6,6,0.0,0,0,2.0,21,21
CL_BI,Bío Bío Region,CL,1.0,27,80,1.0,29,105,1.0,128,323,1.0,16,35,1.0,0,12,1.0,33,117,1.0,2,44,0.0,0,0,1.0,0,3
CL_CO,Coquimbo Region,CL,1.0,51,51,1.0,62,62,1.0,112,114,1.0,61,61,1.0,6,6,1.0,45,54,1.0,10,13,0.0,0,0,2.0,6,6
CL_LL,Los Lagos Region,CL,1.0,30,30,1.0,10,10,1.0,76,76,0.0,0,0,0.0,0,0,1.0,8,8,0.0,0,0,0.0,0,0,0.0,0,0
CL_LR,Los Ríos Region,CL,1.0,60,60,1.0,68,68,1.0,60,60,1.0,32,32,0.0,0,0,1.0,34,34,0.0,0,0,0.0,0,0,0.0,0,0
CL_MA,Magellan and the Chilean Antarctic Region,CL,1.0,56,56,1.0,60,60,1.0,40,40,1.0,8,8,0.0,0,0,1.0,8,8,0.0,0,0,0.0,0,0,2.0,6,6
CL_NB,Ñuble Region,CL,1.0,34,34,1.0,16,16,1.0,116,116,1.0,6,6,0.0,0,0,1.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0
CL_RM,Santiago Metropolitan Region,CL,1.0,8,540,2.0,2,706,2.0,18,891,1.0,0,256,1.0,0,24,1.0,26,352,1.0,10,264,0.0,0,0,0.0,0,0
CL_TA,Tarapacá Region,CL,1.0,57,57,1.0,45,45,1.0,19,19,1.0,18,18,0.0,0,0,1.0,7,7,1.0,20,20,0.0,0,0,2.0,11,11
CN_AH,Anhui,CN,1.0,64,70,1.0,58,58,1.0,51,69,1.0,2,2,0.0,0,0,1.0,8,8,2.0,120,134,0.0,0,0,0.0,0,1
CN_FJ,Fujian,CN,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,2,2,1.0,18,18,0.0,0,0,0.0,0,0
CN_GD,Guangdong,CN,1.0,0,190,1.0,14,435,1.0,4,422,1.0,5,183,1.0,0,3,1.0,0,341,2.0,12,269,1.0,0,2,2.0,0,18
CN_GS,Gansu,CN,1.0,13,13,1.0,9,9,1.0,40,44,1.0,2,2,0.0,0,0,1.0,25,25,1.0,20,20,0.0,0,0,0.0,0,0
CN_GX,Guangxi Zhuang Autonomous Region,CN,1.0,0,2,1.0,2,12,0.0,0,0,0.0,0,0,0.0,0,0,1.0,4,48,0.0,0,0,0.0,0,0,0.0,0,0
CN_GZ,Guizhou,CN,0.0,0,0,0.0,0,0,0.0,0,0,1.0,11,11,0.0,0,0,1.0,32,32,0.0,0,0,0.0,0,0,0.0,0,0
CN_HA,Henan,CN,1.0,0,19,1.0,4,10,1.0,0,18,1.0,0,7,1.0,0,3,1.0,0,18,1.0,0,12,0.0,0,0,0.0,0,0
CN_HE,Hebei,CN,1.0,4,9,1.0,0,21,1.0,4,56,1.0,2,31,1.0,0,4,1.0,0,24,1.0,0,8,0.0,0,0,0.0,0,0
CN_HI,Hainan,CN,1.0,0,2,1.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,1.0,2,22,1.0,0,6,0.0,0,0,0.0,0,0
CN_HL,Heilongjiang,CN,1.0,0,61,1.0,0,39,1.0,0,12,1.0,0,9,1.0,0,6,1.0,0,32,1.0,0,4,1.0,0,6,1.0,0,10
CN_JL,Jilin,CN,1.0,0,10,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,1.0,0,18,0.0,0,0,0.0,0,0,0.0,0,0
CN_JX,Jiangxi,CN,1.0,12,12,0.0,0,0,0.0,0,0,1.0,15,15,0.0,0,0,0.0,0,0,1.0,4,4,0.0,0,0,0.0,0,0
CN_LN,Liaoning,CN,1.0,0,4,1.0,2,12,1.0,2,7,1.0,0,3,1.0,0,3,1.0,10,56,1.0,0,4,0.0,0,0,0.0,0,0
CN_NM,Inner Mongolia,CN,1.0,0,182,1.0,0,2,0.0,0,0,1.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
CN_SC,Sichuan,CN,1.0,4,4,1.0,6,6,1.0,12,12,1.0,7,7,0.0,0,0,1.0,150,150,1.0,22,22,0.0,0,0,0.0,0,0
CN_SD,Shandong,CN,1.0,0,131,1.0,0,171,1.0,0,153,1.0,2,43,1.0,0,3,1.0,0,50,2.0,0,508,0.0,0,0,0.0,0,2
CN_SX,Shanxi,CN,1.0,0,463,1.0,0,23,1.0,0,45,1.0,0,24,0.0,0,0,1.0,0,39,1.0,0,5,0.0,0,0,0.0,0,0
CN_TJ,Tianjin,CN,1.0,30,30,1.0,89,89,1.0,50,50,1.0,38,38,1.0,7,7,0.0,0,0,1.0,4,4,0.0,0,0,0.0,0,0
CN_XJ,Xinjiang,CN,0.0,0,0,1.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
CN_XZ,Tibet Autonomous Region,CN,1.0,0,16,1.0,0,10,1.0,6,10,1.0,0,2,0.0,0,0,1.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0
CN_YN,Yunnan,CN,1.0,0,16,1.0,0,36,1.0,0,40,1.0,0,35,1.0,0,6,1.0,0,39,1.0,0,6,0.0,0,0,0.0,0,0
CO_ANT,Antioquia Department,CO,1.0,2,330,1.0,0,776,1.0,4,866,1.0,0,125,1.0,0,14,1.0,0,64,2.0,2,566,0.0,0,0,0.0,0,1
CO_ARA,Arauca Department,CO,1.0,14,14,0.0,0,0,1.0,14,14,1.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,2,2
CO_ATL,Atlántico Department,CO,1.0,37,55,1.0,66,80,1.0,194,215,1.0,18,18,0.0,0,0,1.0,0,14,1.0,2,62,0.0,0,0,0.0,0,1
CO_BOL,Bolívar Department,CO,1.0,181,181,1.0,89,89,1.0,174,174,1.0,36,36,0.0,0,0,2.0,282,282,1.0,78,78,0.0,0,0,3.0,49,49
CO_CAL,Caldas Department,CO,1.0,38,38,1.0,61,61,1.0,102,102,1.0,8,8,0.0,0,0,1.0,36,36,1.0,70,70,0.0,0,0,0.0,0,0
CO_CES,Cesar Department,CO,1.0,41,41,1.0,25,25,1.0,24,24,0.0,0,0,0.0,0,0,0.0,0,0,1.0,6,6,0.0,0,0,0.0,0,0
CO_CHO,Chocó Department,CO,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,2,2,0.0,0,0,0.0,0,0
CO_COR,Córdoba Department,CO,1.0,14,14,1.0,10,10,1.0,22,22,0.0,0,0,0.0,0,0,0.0,0,0,1.0,4,4,0.0,0,0,0.0,0,0
CO_CUN,Cundinamarca Department,CO,1.0,16,264,1.0,15,695,1.0,20,870,1.0,2,111,1.0,0,14,1.0,0,52,1.0,48,144,0.0,0,0,0.0,0,0
CO_HUI,Huila Department,CO,1.0,18,18,1.0,12,12,1.0,24,24,1.0,6,6,0.0,0,0,0.0,0,0,1.0,62,62,0.0,0,0,0.0,0,0
CO_MAG,Magdalena Department,CO,1.0,6,58,1.0,4,62,1.0,2,72,1.0,6,8,0.0,0,0,1.0,0,76,1.0,0,20,0.0,0,0,2.0,0,47
CO_MET,Meta,CO,1.0,38,38,1.0,29,29,1.0,64,64,0.0,0,0,0.0,0,0,1.0,2,2,1.0,4,4,0.0,0,0,1.0,1,1
CO_NSA,Norte de Santander Department,CO,1.0,70,70,1.0,30,30,1.0,266,266,1.0,28,28,0.0,0,0,1.0,22,22,1.0,100,100,0.0,0,0,2.0,8,8
CO_QUI,Quindío Department,CO,1.0,106,106,1.0,52,52,1.0,164,164,1.0,6,6,0.0,0,0,1.0,4,4,1.0,42,42,0.0,0,0,0.0,0,0
CO_RIS,Risaralda Department,CO,1.0,108,114,1.0,39,41,1.0,130,130,1.0,2,4,0.0,0,0,1.0,58,98,1.0,26,36,0.0,0,0,0.0,0,0
CO_SAN,Santander Department,CO,1.0,18,49,1.0,28,43,1.0,14,96,0.0,0,0,0.0,0,0,1.0,0,46,1.0,2,82,0.0,0,0,0.0,0,0
CO_TOL,Tolima Department,CO,1.0,60,60,1.0,42,42,1.0,80,80,0.0,0,0,0.0,0,0,1.0,8,8,1.0,68,68,0.0,0,0,0.0,0,0
CO_VAC,Valle del Cauca Department,CO,1.0,6,172,1.0,12,194,1.0,44,470,1.0,0,37,0.0,0,0,1.0,0,42,1.0,2,122,0.0,0,0,0.0,0,0
CR_A,Alajuela Province,CR,1.0,399,399,1.0,262,262,3.0,961,961,1.0,12,12,0.0,0,0,1.0,13,13,1.0,55,55,0.0,0,0,0.0,0,0
CR_C,Provincia de Cartago,CR,1.0,286,286,1.0,199,199,2.0,719,719,1.0,12,12,0.0,0,0,1.0,10,10,1.0,22,22,0.0,0,0,0.0,0,0
CR_H,Heredia Province,CR,1.0,439,439,1.0,290,290,3.0,954,954,1.0,12,12,0.0,0,0,1.0,27,27,1.0,67,67,0.0,0,0,0.0,0,0
CR_SJ,San José Province,CR,1.0,425,425,2.0,294,294,3.0,945,945,1.0,16,16,0.0,0,0,1.0,19,19,1.0,61,61,0.0,0,0,0.0,0,0
CZ_10,Prague,CZ,3.0,1199,1199,5.0,1441,1441,5.0,1973,1973,5.0,2789,2789,4.0,750,750,5.0,1288,1288,5.0,472,472,3.0,24,24,1.0,2,2
CZ_324,Plzeň-South District,CZ,2.0,914,914,3.0,701,701,4.0,1283,1283,4.0,2235,2235,1.0,78,78,1.0,188,188,2.0,114,114,0.0,0,0,0.0,0,0
CZ_42,Ústí nad Labem Region,CZ,1.0,483,483,1.0,225,225,2.0,791,791,2.0,697,697,1.0,72,72,2.0,301,301,4.0,337,337,0.0,0,0,0.0,0,0
CZ_51,Liberec Region,CZ,2.0,960,960,2.0,435,435,3.0,825,825,4.0,1977,1977,1.0,72,72,2.0,466,466,2.0,195,195,2.0,12,12,0.0,0,0
CZ_63,Vysočina Region,CZ,1.0,539,622,2.0,498,569,3.0,902,970,3.0,1612,1676,1.0,62,65,1.0,221,243,1.0,76,92,1.0,3,3,0.0,0,0
CZ_64,South Moravian Region,CZ,3.0,1300,1300,5.0,1329,1329,5.0,1663,1663,5.0,2923,2923,1.0,100,100,3.0,608,608,2.0,163,163,1.0,5,5,0.0,0,0
CZ_80,Moravian-Silesian Region,CZ,1.0,521,521,2.0,404,404,2.0,664,664,3.0,1681,1681,1.0,162,162,1.0,187,187,1.0,15,15,0.0,0,0,0.0,0,0
DE_BB,Brandenburg,DE,2.0,805,805,4.0,1046,1046,2.0,477,477,5.0,2823,2823,1.0,176,176,2.0,269,269,2.0,171,171,0.0,0,0,2.0,6,6
DE_BE,Berlin,DE,3.0,1066,1333,4.0,839,1414,5.0,1216,1791,4.0,1875,2609,5.0,429,1599,4.0,429,998,2.0,48,443,0.0,0,0,1.0,0,19
DE_BW,Baden-Württemberg,DE,2.0,466,896,2.0,207,770,2.0,477,1063,1.0,175,1549,1.0,2,61,2.0,132,525,2.0,24,183,1.0,0,4,1.0,0,4
DE_BY,Bavaria,DE,2.0,248,1394,3.0,149,1251,4.0,817,1742,5.0,2450,3000,1.0,12,346,2.0,70,854,1.0,17,144,5.0,12,142,1.0,0,6
DE_HB,Bremen,DE,2.0,578,1103,3.0,270,1389,2.0,214,802,4.0,1130,2870,1.0,36,120,1.0,56,375,1.0,4,15,0.0,0,0,2.0,2,23
DE_HE,Hesse,DE,2.0,257,1111,3.0,490,1074,3.0,428,1336,4.0,1334,2281,1.0,90,202,1.0,182,370,1.0,37,126,1.0,0,6,0.0,0,0
