cityId,population,searchRadius,hCountLevel0,hCountLevel1,hCountLevel2,hCountLevel3,hCountLevel7,cCountLevel0,cCountLevel1,cCountLevel2,cCountLevel3,cCountLevel7,rCountLevel0,rCountLevel1,rCountLevel2,rCountLevel3,rCountLevel7,aCountLevel0,aCountLevel1,aCountLevel2,aCountLevel3,aCountLevel7,iCountLevel0,iCountLevel1,iCountLevel2,iCountLevel3,iCountLevel7,nCountLevel0,nCountLevel1,nCountLevel2,nCountLevel3,nCountLevel7
22868,232758,20000,67,73,10,12,6,49,76,36,24,9,18,65,10,12,9,18,71,17,8,46,0,4,0,0,2,31,31,8,6,0
22030,113844,20000,124,155,16,3,61,86,66,12,12,12,87,143,7,17,78,43,54,5,9,74,1,1,0,1,8,9,9,9,10,1
22334,226812,20000,110,220,7,8,38,55,77,10,10,6,24,172,2,9,38,39,29,7,8,72,0,3,0,4,14,5,5,20,11,0
21948,147532,20000,25,287,76,60,43,64,208,49,87,65,51,182,9,68,180,8,21,27,77,341,3,2,2,10,198,18,18,217,35,6
22594,582285,30000,23,227,31,31,186,119,197,63,53,47,69,118,11,24,271,1,1,9,6,480,1,7,4,0,34,62,62,22,3,2
22104,163113,20000,23,438,5,11,19,101,192,55,64,59,52,211,58,43,112,8,17,4,12,450,0,0,1,1,17,27,27,41,28,1
21572,275142,20000,54,279,73,23,63,167,228,48,26,27,59,194,12,56,172,84,24,19,36,313,3,2,2,9,144,22,22,175,28,6
21460,166621,20000,90,185,13,8,21,115,157,22,23,14,47,217,8,42,84,23,46,7,14,36,0,1,0,1,4,51,51,30,15,0
21575,238478,20000,48,123,28,18,27,66,80,19,18,26,12,38,15,15,54,16,18,6,5,260,0,0,1,0,15,17,17,12,1,0
20962,213528,20000,78,276,74,18,46,133,178,20,25,45,51,223,10,44,67,167,37,10,10,263,0,2,0,1,12,36,36,21,9,1
20939,309370,20000,80,182,12,8,18,111,145,22,23,14,41,207,5,40,79,23,48,7,14,36,0,1,0,1,2,62,62,31,14,0
23285,287101,20000,15,114,364,0,6,81,199,70,60,61,28,219,13,25,97,87,20,11,9,366,0,1,0,0,30,23,23,11,22,1
21601,106640,20000,82,262,45,22,79,179,198,57,29,26,44,133,12,29,133,131,31,19,28,274,3,2,1,5,67,14,14,97,23,3
25500,333905,20000,31,297,56,57,50,45,205,68,85,76,57,186,6,64,177,7,13,24,68,363,3,3,2,10,200,29,29,220,37,6
21759,103949,20000,43,404,11,8,21,37,415,16,15,11,23,224,6,6,23,10,20,2,9,48,0,3,0,0,18,16,16,20,13,0
21313,1456039,50000,127,151,22,51,137,82,211,35,76,70,66,197,10,48,162,7,5,5,8,468,2,2,0,0,49,97,97,120,39,24
21611,260925,20000,249,166,6,6,48,65,123,8,8,14,69,127,10,10,166,0,3,0,1,496,1,3,2,1,20,3,3,9,7,0
21636,170936,20000,55,398,12,5,19,71,379,12,17,11,50,320,11,37,75,52,26,6,6,377,3,3,0,0,30,29,29,45,11,0
21331,313559,20000,44,115,10,4,14,56,133,16,32,4,43,71,9,34,26,8,14,1,2,26,0,2,0,0,0,5,5,16,13,1
21157,226851,20000,51,119,27,18,30,68,80,19,18,27,12,41,15,16,53,17,18,7,4,262,0,0,1,0,15,19,19,10,1,0
21530,313245,20000,50,269,82,42,46,121,233,54,39,37,48,179,15,68,181,32,27,28,70,316,3,2,2,9,178,18,18,210,30,7
21915,153810,20000,75,371,10,19,22,61,352,25,40,14,60,202,14,48,135,17,35,10,18,300,2,4,0,0,14,28,28,10,5,0
20938,115540,20000,3,463,9,14,7,108,181,61,71,61,40,209,72,54,103,4,17,7,7,460,0,0,1,1,19,44,44,32,19,1
21464,515201,30000,170,165,13,21,93,95,234,41,56,27,22,240,16,17,191,7,77,12,10,370,0,3,0,4,54,19,19,90,21,31
21866,211382,20000,54,406,11,3,18,76,374,13,19,10,57,329,11,35,59,51,36,8,11,345,2,3,0,1,27,25,25,42,10,0
21112,136824,20000,16,196,16,10,15,118,215,58,62,37,49,293,14,42,85,30,45,18,71,151,1,1,0,0,15,14,14,8,31,1
20001,165711,20000,18,60,6,4,2,23,34,6,11,0,17,63,0,7,1,18,16,6,7,1,0,1,0,0,0,18,18,22,10,0
20843,166462,20000,31,119,9,19,7,34,57,7,13,4,32,129,6,15,8,20,75,12,12,8,3,7,1,0,3,6,6,17,16,0
20588,149075,20000,342,140,2,2,11,95,94,4,4,3,82,117,6,12,32,13,23,1,0,12,0,1,0,0,1,34,34,33,4,0
20678,124289,20000,282,200,4,3,7,129,74,7,5,3,121,162,5,6,20,4,21,5,7,15,0,0,0,1,2,14,14,16,14,0
20929,113670,20000,47,402,14,12,8,109,208,53,57,57,56,214,61,55,96,51,29,6,8,389,1,3,2,0,22,40,40,29,20,2
20448,171810,20000,52,170,13,12,63,156,180,10,20,96,9,32,3,8,62,17,13,1,4,463,1,3,0,2,27,49,49,31,12,5
20520,156910,20000,32,289,53,47,68,51,236,75,73,50,60,185,9,64,172,11,15,17,41,394,3,3,1,10,189,32,32,207,31,5
20802,114003,20000,80,152,10,2,21,42,203,13,19,11,68,242,2,9,35,8,19,10,2,49,0,3,0,0,14,11,11,17,18,0
19992,150894,20000,102,79,10,8,67,83,101,9,13,12,60,98,23,17,204,3,2,1,4,489,0,0,0,0,3,29,29,14,9,8
19980,260253,20000,28,322,54,28,54,97,261,48,43,39,50,177,9,69,184,32,17,10,31,361,2,2,2,10,176,42,42,169,28,5
20310,110611,20000,72,346,28,19,34,69,115,32,44,40,40,199,11,23,75,20,18,17,15,359,0,0,1,1,75,17,17,49,44,3
20760,115762,20000,48,170,15,30,6,142,86,4,13,4,32,192,1,9,9,5,18,10,16,11,0,1,0,0,0,20,20,103,44,0
20629,208886,20000,31,79,28,5,9,99,107,6,13,17,3,31,5,5,24,23,19,2,3,17,1,8,0,0,3,14,14,5,4,0
20878,183144,20000,281,183,3,7,23,114,99,16,19,11,46,152,19,16,84,284,89,6,4,104,9,16,1,0,23,30,30,15,8,0
19977,104614,20000,72,59,6,6,4,13,25,4,10,1,61,84,9,31,0,12,11,7,6,8,0,1,0,0,2,7,7,9,5,1
20238,115976,20000,10,443,26,6,13,88,225,85,34,54,44,172,15,74,183,25,24,19,22,400,6,2,2,12,200,38,38,209,34,7
19562,102337,20000,168,113,6,7,8,38,35,7,6,3,38,164,5,7,14,5,6,3,5,82,7,11,4,0,5,11,11,36,34,0
18938,158908,20000,56,360,23,15,44,53,136,26,35,32,55,215,7,15,87,14,18,11,6,372,0,2,1,2,60,13,13,54,37,3
25072,231120,20000,10,417,31,11,28,104,264,46,33,48,33,135,6,63,115,55,34,16,28,327,0,0,0,5,88,57,57,113,19,2
19546,632743,30000,16,437,12,26,4,131,243,34,65,12,35,406,9,28,20,33,88,60,42,164,2,3,0,2,14,17,17,96,28,1
19845,110111,20000,102,147,16,6,31,47,91,4,9,9,75,162,9,10,44,20,25,2,9,51,4,8,1,1,4,6,6,9,13,0
19919,125596,20000,193,134,22,124,21,68,168,11,11,3,26,168,3,6,68,6,42,13,7,157,1,1,0,0,1,17,17,23,9,0
23473,411422,20000,28,107,359,0,5,85,199,69,56,63,28,219,13,22,98,89,19,11,7,367,0,1,0,0,31,17,17,10,22,1
18646,278654,20000,52,313,77,20,29,122,161,19,23,47,52,186,9,42,77,160,36,15,12,262,0,4,0,1,13,35,35,19,15,2
18787,123909,20000,82,82,2,5,2,22,28,3,8,2,22,65,4,6,10,2,12,1,5,9,0,2,0,0,2,13,13,10,11,0
18346,360797,20000,66,335,35,20,42,78,137,33,44,40,52,195,14,22,89,4,4,8,6,473,0,3,1,2,83,12,12,56,39,3
18054,126635,20000,122,344,1,4,28,141,156,7,13,20,118,164,13,7,124,6,5,1,1,480,0,0,0,0,2,11,11,9,1,5
26621,122219,20000,107,13,3,1,132,36,17,6,11,1,4,7,33,26,1,6,5,9,5,5,0,0,1,0,1,3,3,0,0,0
25261,1153615,50000,120,80,34,62,197,110,142,73,132,33,10,41,164,265,11,27,15,23,40,153,0,0,0,2,15,38,38,17,16,14
26517,105037,20000,82,77,34,60,147,115,141,73,129,33,5,31,115,190,5,13,6,16,27,116,0,0,0,1,10,10,10,6,5,4
143537,105037,20000,79,77,34,60,144,116,143,73,126,33,5,33,115,194,4,14,7,16,26,116,0,0,0,1,10,10,10,6,5,3
143516,1153615,50000,120,80,34,62,196,111,147,73,128,32,10,41,164,266,10,27,15,23,40,155,0,0,0,2,16,38,38,17,15,14
25208,176683,20000,60,18,7,9,50,25,39,15,16,6,2,8,40,42,7,3,5,4,8,16,0,0,0,1,4,1,1,2,0,6
26044,269022,20000,104,17,1,7,74,68,70,13,35,4,2,18,35,59,2,15,2,1,13,19,0,0,0,2,0,8,8,3,3,2
25969,128264,20000,4,6,0,0,1,0,0,0,0,0,5,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
143683,155985,20000,12,66,1,6,1,22,46,6,5,1,48,248,3,4,0,12,9,2,0,0,0,0,0,0,1,2,2,1,0,0
26749,145595,20000,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26195,175683,20000,12,74,1,5,1,24,53,6,5,1,48,358,3,4,0,12,9,2,0,0,0,0,0,0,1,1,1,0,0,0
26128,142019,20000,1,4,0,0,0,0,1,1,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
143679,158034,20000,4,4,0,0,0,0,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26331,220279,20000,5,15,0,0,0,0,9,0,0,0,4,37,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1
143651,288990,20000,4,0,0,0,0,2,3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0
26335,208437,20000,6,8,0,0,0,2,3,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
26547,106818,20000,1,9,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143629,172294,20000,5,13,0,0,0,2,4,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143613,320523,20000,5,9,0,1,1,1,6,0,1,0,0,5,0,0,0,5,1,0,0,0,0,0,0,0,0,4,4,0,0,0
26561,100023,20000,0,1,0,0,0,15,9,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
26460,288990,20000,3,0,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
26037,108179,20000,4,2,0,1,0,0,3,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,45,45,0,1,0
143612,275232,20000,3,15,0,2,0,4,3,0,0,0,28,95,0,0,0,11,0,0,0,0,0,0,0,0,0,2,2,1,0,0
26788,174879,20000,5,9,0,0,0,0,2,0,0,0,1,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26661,169032,20000,4,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26181,217899,20000,4,5,0,0,0,2,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26609,138159,20000,5,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
26078,1200000,50000,26,60,0,2,1,8,47,0,3,0,25,156,1,1,0,6,4,0,0,0,0,0,0,0,0,7,7,1,0,1
25982,2581827,50000,17,86,1,6,1,24,55,7,5,1,60,407,3,4,0,12,9,2,0,0,0,0,0,0,1,2,2,1,1,0
26208,700000,30000,15,77,1,5,1,24,55,7,5,1,48,382,3,4,0,12,9,2,0,0,0,0,0,0,1,1,1,0,1,0
26488,701269,30000,15,77,1,6,1,24,54,6,5,1,59,377,3,4,0,12,9,2,0,0,0,0,0,0,1,2,2,1,0,0
143587,270000,20000,2,0,0,0,0,0,1,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26903,3415811,50000,97,161,3,8,1,100,189,8,16,0,142,337,8,12,0,13,10,1,7,0,0,0,0,0,0,26,26,1,2,0
25957,257359,20000,11,8,1,2,0,3,9,0,1,0,24,45,1,3,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0
26549,116064,20000,0,5,0,0,0,0,3,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26482,118687,20000,2,3,0,0,0,5,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26052,275630,20000,32,79,3,7,1,62,148,6,16,0,92,253,8,12,0,3,9,1,7,0,0,0,0,0,0,10,10,1,0,0
26351,105402,20000,49,93,3,6,1,73,72,7,14,0,106,271,7,11,0,3,9,1,6,0,0,0,0,0,0,4,4,1,0,0
25981,280798,20000,9,10,0,3,0,1,6,2,5,0,21,35,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0
26535,176139,20000,7,25,2,1,0,1,10,0,1,0,7,34,0,0,0,4,5,0,0,0,0,0,0,0,0,11,11,0,2,0
26193,307987,20000,1,5,0,1,0,1,3,0,0,0,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26562,331779,20000,16,21,0,1,0,10,15,0,1,0,34,96,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,2,2,0
26456,168346,20000,14,20,0,0,0,7,7,0,0,0,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
26017,123246,20000,32,73,3,7,1,61,145,6,16,0,90,242,8,12,0,3,9,1,7,0,0,0,0,0,0,10,10,1,0,0
26581,786499,30000,14,26,1,1,0,5,97,0,2,0,78,102,1,0,0,2,1,0,1,0,0,0,0,0,0,16,16,0,0,0
26413,165627,20000,4,3,0,0,0,2,4,0,0,0,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
26260,178616,20000,12,6,0,0,0,2,1,0,0,0,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26545,450097,20000,7,11,3,2,0,14,7,0,1,0,35,64,0,1,0,3,3,0,5,0,0,0,0,0,0,5,5,0,0,0
26639,897920,30000,4,8,0,0,0,1,7,0,0,0,16,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26163,167955,20000,10,4,0,0,0,2,1,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26284,158333,20000,15,27,0,0,0,7,6,0,0,0,25,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
26553,128351,20000,18,17,1,0,0,2,5,0,0,0,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26396,120000,20000,2,11,0,1,7,1,4,0,0,0,6,28,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
26093,123590,20000,7,14,0,1,0,1,7,1,1,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,1,0
26919,148000,20000,2,15,0,0,0,1,11,0,0,0,12,28,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0
26367,117000,20000,5,5,1,1,0,1,6,0,0,0,7,15,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0
26170,113872,20000,0,9,0,0,0,7,7,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26837,150000,20000,3,11,0,0,0,1,15,0,0,0,8,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
26511,130000,20000,12,17,0,1,0,5,8,0,0,0,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25990,147707,20000,19,10,0,0,0,1,5,0,1,0,21,24,0,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0
26501,100000,20000,4,8,0,0,0,4,4,0,0,0,34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26276,852000,30000,23,33,2,3,0,17,45,1,2,0,52,98,2,6,0,1,0,1,2,0,0,0,0,0,0,3,3,1,1,0
26700,133024,20000,13,23,0,0,0,1,15,0,0,0,34,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26666,100821,20000,7,9,0,0,0,13,7,0,0,0,7,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26637,130094,20000,3,8,0,0,0,0,4,0,0,0,8,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26598,127497,20000,3,2,0,0,0,0,3,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
26601,191769,20000,8,10,0,1,0,4,12,0,0,0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26813,162702,20000,3,7,0,0,0,3,4,1,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
26821,156745,20000,2,5,0,0,0,0,5,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26769,324000,20000,8,32,0,1,0,5,14,0,1,0,33,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25932,178915,20000,6,1,0,0,0,7,4,0,0,0,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26122,144000,20000,29,40,0,0,0,4,12,0,0,0,18,47,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0
26146,173531,20000,11,16,0,1,0,3,10,1,2,0,18,50,0,4,0,3,7,0,2,0,0,0,0,0,0,1,1,0,2,0
26706,634332,30000,13,18,1,2,0,8,3,0,0,0,17,22,0,0,0,2,2,0,1,0,0,0,0,0,0,2,2,1,0,0
26467,165185,20000,32,70,0,0,0,1,23,0,3,0,38,172,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0
26246,140534,20000,1,5,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26630,276964,20000,10,62,1,1,2,16,81,2,1,1,17,240,1,2,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0
26850,230839,20000,16,93,5,4,0,21,54,2,9,0,23,472,0,5,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1
26855,165216,20000,3,6,0,0,0,1,2,0,0,0,6,30,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0
25971,2698077,50000,25,125,5,4,0,22,58,2,11,0,23,472,0,5,0,0,0,1,1,0,0,0,0,0,0,6,6,1,1,1
25942,131856,20000,24,43,1,0,0,27,26,1,0,0,19,91,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,1,0
25991,175647,20000,41,28,0,0,0,0,2,0,0,0,58,56,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
26734,448966,20000,6,38,0,0,0,2,20,0,0,0,4,67,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0
26464,231260,20000,0,13,0,0,0,1,8,0,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
26742,217553,20000,15,15,0,0,0,0,9,0,0,0,8,58,0,0,0,0,2,0,0,0,0,0,0,0,0,9,9,1,0,0
26233,133508,20000,2,12,0,0,0,0,2,0,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26882,206682,20000,12,13,0,0,0,1,3,0,1,0,6,108,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26005,207064,20000,3,13,0,0,0,0,1,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
26597,2011388,50000,62,158,4,7,1,65,183,9,18,4,80,405,2,3,5,15,3,1,1,8,0,0,0,1,0,32,32,4,12,0
26397,146324,20000,8,37,0,1,0,4,14,0,0,0,12,147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26173,270875,20000,5,22,0,0,0,2,12,0,0,0,7,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26386,140000,20000,47,128,1,5,1,58,165,8,14,4,75,409,2,4,5,14,2,0,0,8,0,0,0,1,0,2,2,2,2,0
26840,434562,20000,22,46,24,24,35,38,84,45,43,48,3,11,9,8,27,75,4,17,20,50,0,0,0,0,3,9,9,5,2,6
26243,101092,20000,1,22,8,3,32,4,32,32,23,10,0,2,4,5,10,6,1,21,2,28,0,0,0,0,1,2,2,1,0,1
26865,100684,20000,6,6,0,1,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26362,315940,20000,6,21,3,7,0,2,0,0,1,0,8,6,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
26442,439348,20000,5,9,2,4,0,2,1,1,1,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26154,442958,20000,1,6,0,5,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26127,236043,20000,1,6,0,3,1,1,5,0,0,0,5,14,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26654,106841,20000,39,61,30,47,15,15,67,9,29,1,60,119,12,42,2,417,10,15,32,22,0,0,0,0,0,3,3,0,1,1
26543,4870000,50000,23,55,6,20,1,3,12,5,10,0,96,113,8,7,0,50,3,1,3,0,0,0,0,0,0,14,14,1,0,0
26805,137944,20000,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25976,267913,20000,2,7,2,10,4,1,5,0,6,0,9,3,0,2,3,0,2,1,3,1,0,0,0,0,0,0,0,2,2,2
26257,420585,20000,0,9,1,0,0,1,1,0,0,0,9,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26064,167029,20000,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25938,193048,20000,9,6,2,2,0,1,3,1,1,0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26197,141285,20000,4,2,1,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26314,103596,20000,2,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26079,9293612,50000,64,87,34,58,15,40,127,15,32,1,126,293,20,56,2,451,16,5,12,14,0,0,0,0,0,3,3,1,2,1
26183,244043,20000,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26092,206664,20000,3,5,1,0,0,0,1,0,0,0,3,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25956,137542,20000,4,4,0,1,0,0,1,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26675,102037,20000,15,10,0,1,0,7,12,4,1,0,4,12,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26400,3021542,50000,70,87,34,58,15,44,127,15,32,1,135,284,20,56,2,452,16,5,10,15,0,0,0,0,0,3,3,1,2,1
26312,160901,20000,6,2,0,0,0,27,10,1,0,0,10,21,0,0,0,1,0,0,0,0,0,0,0,0,0,105,105,0,0,0
26375,133772,20000,0,7,1,3,0,0,0,0,0,0,3,1,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0
25954,210678,20000,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
26892,293184,20000,3,6,1,2,0,1,1,0,1,0,14,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25998,128250,20000,0,4,4,6,1,0,0,0,0,0,2,2,2,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
26825,267370,20000,2,0,0,2,0,0,0,0,0,0,19,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26819,422407,20000,16,46,183,73,9,2,7,4,4,1,12,19,16,21,3,5,11,0,5,2,0,0,0,0,0,0,0,0,2,0
26677,142504,20000,2,17,6,7,4,0,0,0,1,1,2,3,0,0,1,8,4,0,1,2,0,0,0,0,0,0,0,0,0,0
144096,135725,20000,15,9,0,1,0,7,12,4,1,0,5,13,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
144056,201339,20000,2,14,3,1,0,0,1,1,0,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26310,200000,20000,8,17,1,2,0,10,32,2,3,0,33,118,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0
26765,538378,30000,6,8,5,1,0,0,2,3,1,0,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26773,100495,20000,13,26,5,19,1,15,63,13,15,0,45,153,13,38,1,0,9,3,9,1,0,0,0,0,0,0,0,0,0,0
26879,235362,20000,0,15,1,1,1,0,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26201,186345,20000,7,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26669,201339,20000,2,14,3,1,0,0,1,1,0,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26647,488125,20000,6,7,2,1,0,2,7,1,1,0,9,10,0,0,0,34,1,0,0,0,0,0,0,0,0,2,2,1,0,0
26884,429503,20000,3,5,0,2,0,1,3,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26607,302840,20000,1,9,1,1,0,1,2,1,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26629,157737,20000,5,9,1,3,0,1,1,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26576,619293,30000,64,69,30,50,15,25,88,13,31,1,112,177,18,49,2,412,11,16,35,22,0,0,0,0,0,3,3,0,2,1
31871,246056,20000,260,125,3,19,18,77,54,15,28,5,16,106,16,5,5,105,46,3,2,6,0,2,0,0,0,215,215,7,10,1
28196,173329,20000,20,25,1,19,7,113,21,3,24,2,8,15,3,23,5,3,7,1,3,7,0,0,0,0,0,4,4,1,0,0
33614,204574,20000,74,27,4,4,19,99,46,4,7,8,28,48,9,4,25,8,6,4,5,22,0,1,0,0,1,3,3,1,2,2
33276,117040,20000,22,248,145,38,43,231,121,77,53,6,40,236,57,42,29,22,20,26,45,55,0,0,0,0,1,3,3,0,1,0
33155,170514,20000,34,229,138,48,39,339,107,23,23,1,50,302,31,50,53,51,31,21,51,78,0,0,0,1,5,27,27,0,4,0
28864,121957,20000,20,49,9,51,18,27,18,1,8,1,7,18,3,23,2,14,8,2,4,13,0,0,0,0,0,10,10,9,19,3
28072,334887,20000,7,27,8,8,31,33,39,5,12,5,9,46,0,1,39,27,31,1,1,33,0,0,0,0,0,14,14,2,16,1
144245,198533,20000,7,10,0,1,3,6,4,0,0,0,5,12,0,0,1,25,5,0,0,0,0,0,0,0,0,15,15,2,0,0
33571,151965,20000,6,220,144,56,55,126,112,103,118,23,32,296,49,59,49,65,47,31,64,93,0,0,0,1,5,26,26,0,5,0
28094,150702,20000,19,43,3,5,5,126,26,1,2,3,9,40,0,3,2,31,11,0,3,1,0,0,0,0,0,2,2,0,0,0
33423,220977,20000,38,211,46,90,87,84,173,55,128,33,36,169,21,107,75,276,4,5,9,200,3,0,1,2,20,20,20,79,61,7
